Accession,Originating lab,Submitting lab,Authors,Date submitted
EPI_ISL_403937,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Public Health,Department of Microbiology, Guangdong Provincial Center for Diseases Control and Prevention,Kang et al,2020-01-22
EPI_ISL_406531,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provinical Public Health,Guangdong Provincial Center for Disease Control and Prevention,Kang et al,2020-01-29
EPI_ISL_406538,Guangdong Provincial Center for Diseases Control and Prevention;Guangdong Provincial Institute of Public Health,Guangdong Provincial Center for Diseases Control and Prevention,Kang et al,2020-01-29
EPI_ISL_413894,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413896,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413895,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413868,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413891,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413892,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413890,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413869,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Jing Lu et al,2020-03-09
EPI_ISL_413870,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413893,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413886,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413885,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413861,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413887,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413862,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413863,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413884,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413883,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413882,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413880,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413856,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413855,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413877,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413864,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413878,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413875,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413850,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413876,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413874,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413879,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413866,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413881,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413865,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413867,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413873,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413902,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413871,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413897,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413872,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413899,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413898,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413901,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_413900,Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention,Guangdong Provincial Institution of Public Health,Lu et al,2020-03-09
EPI_ISL_406533,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provinical Public Health,Guangdong Provincial Center for Diseases Control and Prevention,Kang et al,2020-01-29
EPI_ISL_414692,State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University,The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen,Zhao et al et al,2020-03-16
EPI_ISL_414663,State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University,the First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen,Zhao et al et al,2020-03-16
EPI_ISL_414686,State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University,The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen,Zhao et al et al,2020-03-16
EPI_ISL_414687,State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University,the First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen,Zhao et al et al,2020-03-16
EPI_ISL_414688,State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University,The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen,Zhao et al et al,2020-03-16
EPI_ISL_414689,State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University,The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen,Zhao et al et al,2020-03-16
EPI_ISL_414690,State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University,The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen,Zhao et al et al,2020-03-16
EPI_ISL_414691,State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University,The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen,Zhao et al et al,2020-03-16
EPI_ISL_406970,Hangzhou Center for Disease and Control Microbiology Lab,Hangzhou Center for Disease and Control Microbiology Lab,Hua et al,2020-02-03
EPI_ISL_418508,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418509,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418510,Hangzhou Center for Disease Control and Prevention,Insepction Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418511,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418441,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418512,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418442,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418513,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418514,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418502,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418503,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418515,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418504,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418506,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hanghzou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_418507,Hangzhou Center for Disease Control and Prevention,Inspection Center of Hangzhou Center for Disease Control and Prevention,Yu hua et al,2020-03-30
EPI_ISL_407313,Hangzhou Center for Disease Control and Prevention,Hangzhou Center for Disease Control and Prevention,Li et al,2020-02-05
EPI_ISL_421236,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421235,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421234,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421233,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421232,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421231,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421230,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421229,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421228,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421227,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421226,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421225,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421224,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421223,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421222,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_421221,Hangzhou Center for Diseases Control and Prevention,Hangzhou Center for Diseases Control and Prevention,Li et al,2020-04-07
EPI_ISL_415709,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003,Yao et al,2020-03-19
EPI_ISL_418990,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,Yao et al,2020-04-01
EPI_ISL_418991,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,Yao et al,2020-04-01
EPI_ISL_416042,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003,Yao et al,2020-03-20
EPI_ISL_416044,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,Yao et al,2020-03-20
EPI_ISL_416046,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,Yao et al,2020-03-20
EPI_ISL_415711,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003,Yao et al,2020-03-19
EPI_ISL_416047,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,Yao et al,2020-03-20
EPI_ISL_416425,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,Yao et al,2020-03-21
EPI_ISL_416473,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,Yao et al,2020-03-22
EPI_ISL_416474,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003,Yao et al,2020-03-22
EPI_ISL_412026,Second Hospital of Anhui Medical University,Second Hospital of Anhui Medical University,Wang et al,2020-02-24
EPI_ISL_408487,National Institute for Viral Disease Control and Prevention, China CDC,National Institute for Viral Disease Control & Prevention, China CDC,Tan et al,2020-02-09
EPI_ISL_416314,Department of Microbiology, Faculty of Medicine, The Chinese University of Hong Kong, Hong Kong SAR, China,Department of Microbiology, Faculty of Medicine, Chinese University of Hong Kong, Hong Kong SAR, China,Chen et al,2020-03-20
EPI_ISL_416315,Department of Microbiology, Faculty of Medicine, The Chinese University of Hong Kong, Hong Kong SAR, China,Department of Microbiology, Faculty of Medicine, Chinese University of Hong Kong, Hong Kong SAR, China,Chen et al,2020-03-20
EPI_ISL_420455,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-06
EPI_ISL_417179,Department of Pathology, Princess Margaret Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417180,Department of Pathology, United Christian Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417181,Department of Pathology, United Christian Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417176,Department of Pathology, Princess Margaret Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417182,Department of Pathology, United Christian Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417183,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417184,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417185,Department of Pathology, United Christian Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417187,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417177,Department of Pathology, Princess Margaret Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417188,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417193,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417195,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417197,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
EPI_ISL_417199,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Chong-Yee YAU et al,2020-03-24
EPI_ISL_418815,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-31
EPI_ISL_419213,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419214,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419215,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419216,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419217,Department of Pathology, Princess Margaret Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419218,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419219,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419221,Department of Pathology, United Christian Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419222,Department of Pathology, Princess Margaret Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419223,Department of Pathology, Princess Margaret Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419224,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419225,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419226,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419227,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419228,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419229,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419231,Department of Clinical Pathology, Tuen Mun Hospital, 23 Tsing Chung Koon Road, Tuen Mun, N.T.,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419232,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419241,Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_419242,Department of Clinical Pathology, Tuen Mun Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-04-01
EPI_ISL_417178,Department of Pathology, Princess Margaret Hospital,Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University,Kenneth Siu-Sing LEUNG et al,2020-03-24
